"order_id","sales","profit","quantity","category","sub_category","Cost","Total_Cost","Total_profit"
AZ-2012-6534891,57,13,3,Office Supplies,Art,44,44,39
AZ-2012-6534891,119,53,8,Office Supplies,Binders,66,66,424
AZ-2012-6534891,613,236,7,Technology,Accessories,203,377,1652
AZ-2012-6540731,163,81,6,Office Supplies,Art,82,82,486
AZ-2012-6540731,113,0,4,Office Supplies,Binders,113,113,0
AZ-2012-6540731,52,16,5,Office Supplies,Labels,36,36,80
AZ-2012-6540731,52,-2,1,Office Supplies,Storage,54,54,-2
AZ-2012-6540731,129,46,3,Technology,Accessories,83,83,138
AZ-2012-6540731,554,105,5,Technology,Machines,449,449,525
AZ-2012-6540731,228,48,3,Technology,Phones,180,180,144
AZ-2012-6544927,96,19,4,Office Supplies,Art,77,77,76
AZ-2012-6544927,1071,83,6,Office Supplies,Storage,988,988,498
AZ-2012-6550286,79,36,4,Office Supplies,Supplies,43,43,144
AZ-2012-6550286,312,51,3,Technology,Machines,261,261,153
AZ-2012-6569540,2713,27,7,Furniture,Bookcases,2686,2686,189
AZ-2012-656965,333,76,9,Office Supplies,Envelopes,257,257,684
AZ-2012-656965,73,10,3,Office Supplies,Storage,63,63,30
AZ-2012-6572855,743,256,2,Furniture,Bookcases,487,487,512
AZ-2012-6572855,254,107,3,Furniture,Chairs,147,147,321
AZ-2012-6572855,30,15,3,Office Supplies,Art,15,15,45
AZ-2012-6572855,46,18,4,Office Supplies,Fasteners,28,28,72
AZ-2012-6572855,861,327,5,Technology,Machines,534,534,1635
AZ-2012-6580812,78,27,3,Office Supplies,Art,51,51,81
AZ-2012-6591683,151,29,5,Office Supplies,Binders,122,122,145
AZ-2012-6591683,139,36,3,Office Supplies,Supplies,103,103,108
AZ-2012-6596978,15,5,1,Office Supplies,Art,10,10,5
AZ-2012-661541,90,36,3,Office Supplies,Binders,54,54,108
AZ-2012-6617050,16,4,1,Office Supplies,Fasteners,12,12,4
AZ-2012-6620882,117,6,4,Office Supplies,Art,111,111,24
AZ-2012-6620882,10,4,2,Office Supplies,Binders,6,6,8
AZ-2012-6620882,43,9,3,Office Supplies,Fasteners,34,34,27
AZ-2012-6624087,1394,363,13,Office Supplies,Storage,147,1031,4719
AZ-2012-664111,27,6,2,Office Supplies,Fasteners,21,21,12
AZ-2012-6682844,135,43,3,Office Supplies,Paper,92,92,129
AZ-2012-6682844,56,6,5,Office Supplies,Storage,50,50,30
AZ-2012-6683296,39,-13,2,Office Supplies,Storage,52,52,-26
AZ-2012-6683296,34,-1,3,Office Supplies,Supplies,35,35,-3
AZ-2012-6696550,154,5,1,Furniture,Bookcases,149,149,5
AZ-2012-6744680,58,25,7,Office Supplies,Fasteners,33,33,175
AZ-2012-6744680,21,7,2,Office Supplies,Labels,14,14,14
AZ-2012-6747407,434,143,4,Furniture,Furnishings,291,291,572
AZ-2012-6747407,43,9,4,Office Supplies,Labels,34,34,36
AZ-2012-6747407,425,136,8,Technology,Accessories,289,289,1088
AZ-2012-6749247,74,15,5,Office Supplies,Art,59,59,75
AZ-2012-6749247,45,6,3,Office Supplies,Binders,39,39,18
AZ-2012-6757655,20,6,2,Office Supplies,Fasteners,14,14,12
AZ-2012-6757655,288,13,7,Office Supplies,Storage,38,275,91
AZ-2012-6771393,42,15,3,Office Supplies,Binders,27,27,45
AZ-2012-6814882,319,36,3,Furniture,Chairs,283,283,108
AZ-2012-6815344,36,6,4,Office Supplies,Binders,30,30,24
AZ-2012-6815344,176,79,6,Technology,Accessories,97,97,474
AZ-2012-6827318,415,83,3,Furniture,Chairs,332,332,249
AZ-2012-6849186,11,-2,3,Office Supplies,Labels,13,13,-6
AZ-2012-6913156,30,4,2,Office Supplies,Binders,26,26,8
AZ-2012-6918237,44,9,3,Office Supplies,Art,35,35,27
AZ-2012-6921554,23,4,3,Office Supplies,Labels,9,19,12
AZ-2012-6923537,122,40,6,Office Supplies,Supplies,82,82,240
AZ-2012-6923537,88,40,3,Technology,Accessories,48,48,120
AZ-2012-6962092,66,22,4,Office Supplies,Fasteners,44,44,88
AZ-2012-6962092,147,44,3,Office Supplies,Storage,103,103,132
AZ-2012-6973714,110,20,2,Office Supplies,Art,90,90,40
AZ-2012-6973714,93,15,2,Technology,Accessories,78,78,30
AZ-2012-6992857,35,5,2,Office Supplies,Paper,30,30,10
AZ-2012-6992927,92,39,2,Office Supplies,Envelopes,53,53,78
AZ-2012-6992927,35,4,2,Office Supplies,Storage,31,31,8
AZ-2012-6998703,97,29,2,Office Supplies,Binders,68,68,58
AZ-2012-6999743,1237,99,5,Technology,Accessories,1138,1138,495
AZ-2012-7003401,24,1,2,Office Supplies,Binders,23,23,2
AZ-2012-7003401,61,25,3,Office Supplies,Envelopes,36,36,75
AZ-2012-7003401,288,75,5,Technology,Accessories,133,213,375
AZ-2012-7027662,205,27,5,Furniture,Furnishings,178,178,135
AZ-2012-7029470,249,87,7,Office Supplies,Supplies,162,162,609
AZ-2012-7045480,107,23,9,Office Supplies,Labels,84,84,207
AZ-2012-7062936,1552,109,5,Office Supplies,Appliances,1443,1443,545
AZ-2012-7062936,735,191,6,Technology,Copiers,544,544,1146
AZ-2012-7064171,318,22,9,Office Supplies,Supplies,296,296,198
AZ-2012-7085203,45,0,2,Office Supplies,Art,45,45,0
AZ-2012-7087308,108,41,2,Office Supplies,Storage,67,67,82
AZ-2012-7094138,87,16,2,Office Supplies,Storage,71,71,32
AZ-2012-7120418,74,29,3,Office Supplies,Art,45,45,87
AZ-2012-712520,857,373,8,Office Supplies,Storage,127,484,2984
AZ-2012-7160748,838,0,3,Office Supplies,Appliances,838,838,0
AZ-2012-7160748,376,30,7,Office Supplies,Art,346,346,210
AZ-2012-7160748,200,-40,2,Technology,Phones,240,240,-80
AZ-2012-719087,920,303,3,Technology,Machines,617,617,909
AZ-2012-7198140,63,25,4,Furniture,Furnishings,38,38,100
AZ-2012-7198140,149,36,3,Office Supplies,Art,113,113,108
AZ-2012-7207292,46,20,5,Office Supplies,Binders,26,26,100
AZ-2012-7207292,371,89,9,Office Supplies,Envelopes,282,282,801
AZ-2012-7235775,119,14,1,Technology,Phones,105,105,14
AZ-2012-7237498,40,18,4,Office Supplies,Binders,22,22,72
AZ-2012-7237498,144,23,1,Technology,Phones,121,121,23
AZ-2012-7250654,371,87,1,Furniture,Bookcases,284,284,87
AZ-2012-7250654,88,27,2,Furniture,Furnishings,61,61,54
AZ-2012-7250654,30,12,3,Office Supplies,Envelopes,18,18,36
AZ-2012-7250654,14,6,2,Office Supplies,Labels,8,8,12
AZ-2012-7273357,577,-385,7,Office Supplies,Storage,962,962,-2695
AZ-2012-7273357,231,99,4,Technology,Accessories,132,132,396
AZ-2012-7281587,44,14,1,Furniture,Furnishings,30,30,14
AZ-2012-7281587,14,5,2,Office Supplies,Labels,9,9,10
AZ-2012-7281587,632,-22,5,Technology,Copiers,654,654,-110
AZ-2012-7297045,207,77,4,Office Supplies,Art,130,130,308
AZ-2012-7311439,201,63,3,Furniture,Chairs,138,138,189
AZ-2012-7344517,55,2,2,Office Supplies,Supplies,53,53,4
AZ-2012-7350513,44,10,3,Office Supplies,Art,34,34,30
AZ-2012-7350513,31,4,1,Office Supplies,Paper,27,27,4
AZ-2012-7351228,167,25,8,Office Supplies,Paper,142,142,200
AZ-2012-7356615,62,12,4,Office Supplies,Envelopes,50,50,48
AZ-2012-7356615,30,13,2,Office Supplies,Fasteners,17,17,26
AZ-2012-7356615,214,73,7,Office Supplies,Paper,141,141,511
AZ-2012-7357839,88,18,3,Technology,Accessories,70,70,54
AZ-2012-7359677,78,20,3,Office Supplies,Art,58,58,60
AZ-2012-7359677,27,6,4,Office Supplies,Binders,21,21,24
AZ-2012-7391024,249,60,5,Office Supplies,Art,189,189,300
AZ-2012-7391024,305,57,7,Office Supplies,Storage,248,248,399
AZ-2012-73919,25,12,4,Office Supplies,Labels,13,13,48
AZ-2012-7403782,856,154,5,Furniture,Bookcases,702,702,770
AZ-2012-7403782,88,4,3,Office Supplies,Art,84,84,12
AZ-2012-7403782,20,8,2,Office Supplies,Envelopes,12,12,16
AZ-2012-7403782,30,12,2,Office Supplies,Fasteners,18,18,24
AZ-2012-7403782,697,-23,7,Technology,Machines,720,720,-161
AZ-2012-7407421,22,3,2,Office Supplies,Labels,19,19,6
AZ-2012-741020,53,13,4,Office Supplies,Fasteners,40,40,52
AZ-2012-741020,578,212,5,Office Supplies,Storage,366,366,1060
AZ-2012-7429996,170,26,3,Office Supplies,Art,144,144,78
AZ-2012-7429996,1282,500,5,Technology,Accessories,782,782,2500
AZ-2012-7448408,15,-9,1,Office Supplies,Binders,24,24,-9
AZ-2012-7448408,5,-5,1,Office Supplies,Envelopes,10,10,-5
AZ-2012-7448408,22,-21,3,Office Supplies,Fasteners,43,43,-63
AZ-2012-7461452,65,6,7,Office Supplies,Storage,59,59,42
AZ-2012-7471811,54,12,4,Office Supplies,Supplies,42,42,48
AZ-2012-7477983,973,107,9,Furniture,Furnishings,866,866,963
AZ-2012-7477983,16,7,2,Office Supplies,Binders,9,9,14
AZ-2012-7477983,77,8,4,Office Supplies,Envelopes,69,69,32
AZ-2012-7489217,207,33,2,Technology,Accessories,174,174,66
AZ-2012-7505470,26,8,2,Office Supplies,Binders,18,18,16
AZ-2012-7505470,204,61,5,Office Supplies,Storage,13,143,305
AZ-2012-7520168,94,27,2,Office Supplies,Supplies,67,67,54
AZ-2012-7523947,156,0,3,Furniture,Furnishings,156,156,0
AZ-2012-7523947,438,30,6,Office Supplies,Storage,30,408,180
AZ-2012-7541592,656,-36,2,Furniture,Bookcases,692,692,-72
AZ-2012-7541592,159,60,3,Furniture,Furnishings,99,99,180
AZ-2012-7541592,78,24,6,Office Supplies,Binders,54,54,144
AZ-2012-7541592,305,110,7,Technology,Machines,195,195,770
AZ-2012-7552000,1087,120,3,Furniture,Bookcases,967,967,360
AZ-2012-7556603,68,-64,3,Office Supplies,Art,132,132,-192
AZ-2012-7560485,75,34,4,Furniture,Furnishings,41,41,136
AZ-2012-7560485,105,19,2,Office Supplies,Paper,86,86,38
AZ-2012-7579239,831,108,5,Furniture,Chairs,723,723,540
AZ-2012-7579239,30,1,2,Office Supplies,Paper,29,29,2
AZ-2012-7579239,160,80,3,Office Supplies,Storage,80,80,240
AZ-2012-7586944,76,35,6,Office Supplies,Binders,41,41,210
AZ-2012-7586944,593,284,14,Office Supplies,Envelopes,291,309,3976
AZ-2012-7606477,74,14,7,Office Supplies,Labels,60,60,98
AZ-2012-7631532,371,41,3,Furniture,Bookcases,330,330,123
AZ-2012-7631532,64,17,9,Office Supplies,Binders,21,47,153
AZ-2012-764953,242,39,8,Office Supplies,Art,203,203,312
AZ-2012-7659518,43,4,1,Office Supplies,Storage,39,39,4
AZ-2012-7671653,460,-21,3,Furniture,Bookcases,481,481,-63
AZ-2012-7671653,78,30,2,Furniture,Chairs,48,48,60
AZ-2012-7671653,620,21,5,Office Supplies,Storage,599,599,105
AZ-2012-7674901,107,27,2,Office Supplies,Art,80,80,54
AZ-2012-7674901,625,29,9,Technology,Phones,596,596,261
AZ-2012-7677326,132,34,3,Office Supplies,Storage,98,98,102
AZ-2012-768602,36,9,3,Office Supplies,Envelopes,27,27,27
AZ-2012-7693898,791,-53,2,Furniture,Bookcases,844,844,-106
AZ-2012-7693898,99,33,2,Office Supplies,Art,66,66,66
AZ-2012-771628,492,187,2,Technology,Accessories,305,305,374
AZ-2012-7753558,1142,411,2,Office Supplies,Appliances,731,731,822
AZ-2012-7753558,113,30,3,Office Supplies,Envelopes,83,83,90
AZ-2012-7753558,1283,603,5,Technology,Accessories,680,680,3015
AZ-2012-7754388,714,309,4,Office Supplies,Storage,405,405,1236
AZ-2012-7754388,320,16,1,Technology,Copiers,304,304,16
AZ-2012-7755633,325,32,7,Office Supplies,Paper,293,293,224
AZ-2012-7761604,67,-30,8,Office Supplies,Art,35,97,-240
AZ-2012-7790652,846,141,7,Office Supplies,Storage,46,705,987
AZ-2012-7790652,487,243,2,Technology,Copiers,244,244,486
AZ-2012-7800585,357,20,2,Furniture,Bookcases,337,337,40
AZ-2012-7805058,1145,356,6,Office Supplies,Storage,789,789,2136
AZ-2012-7805058,523,178,3,Technology,Machines,345,345,534
AZ-2012-7806048,1893,928,5,Technology,Copiers,965,965,4640
AZ-2012-7806726,353,7,7,Furniture,Furnishings,346,346,49
AZ-2012-7806726,343,171,7,Office Supplies,Art,172,172,1197
AZ-2012-7826835,57,13,3,Office Supplies,Art,44,44,39
AZ-2012-7826835,244,122,3,Technology,Accessories,122,122,366
AZ-2012-7832440,399,48,2,Furniture,Bookcases,351,351,96
AZ-2012-7832440,89,31,3,Office Supplies,Art,58,58,93
AZ-2012-7832440,23,8,5,Office Supplies,Labels,15,15,40
AZ-2012-7832440,1147,11,9,Office Supplies,Storage,1136,1136,99
AZ-2012-7839714,509,114,3,Office Supplies,Storage,395,395,342
AZ-2012-7850198,35,13,5,Office Supplies,Labels,22,22,65
AZ-2012-7889510,546,114,6,Office Supplies,Appliances,432,432,684
AZ-2012-7919295,327,82,2,Technology,Machines,245,245,164
AZ-2012-7920968,29,1,2,Office Supplies,Binders,28,28,2
AZ-2012-7930986,823,247,2,Furniture,Chairs,576,576,494
AZ-2012-7930986,284,123,14,Office Supplies,Supplies,161,161,1722
AZ-2012-7938746,435,87,3,Furniture,Chairs,348,348,261
AZ-2012-7938746,165,30,3,Office Supplies,Art,135,135,90
AZ-2012-7938746,114,40,7,Office Supplies,Fasteners,74,74,280
AZ-2012-7965791,197,79,4,Office Supplies,Binders,118,118,316
AZ-2012-7971631,244,71,5,Office Supplies,Art,173,173,355
AZ-2012-7989750,42,17,3,Office Supplies,Storage,25,25,51
AZ-2012-7989750,83,4,2,Office Supplies,Supplies,79,79,8
AZ-2012-799342,239,48,7,Office Supplies,Art,125,191,336
AZ-2012-7998703,371,96,8,Office Supplies,Art,275,275,768
AZ-2012-7998703,97,4,2,Office Supplies,Paper,93,93,8
AZ-2012-8028235,377,98,1,Technology,Copiers,279,279,98
AZ-2012-8035281,24,2,4,Office Supplies,Binders,22,22,8
AZ-2012-8039360,50,14,3,Office Supplies,Binders,36,36,42
AZ-2012-8039360,27,9,2,Office Supplies,Fasteners,18,18,18
AZ-2012-8039360,27,4,4,Office Supplies,Labels,23,23,16
AZ-2012-8039360,43,0,4,Office Supplies,Storage,43,43,0
AZ-2012-8039360,254,5,5,Technology,Machines,249,249,25
AZ-2012-8057187,201,16,3,Technology,Phones,185,185,48
AZ-2012-8078342,25,7,3,Office Supplies,Binders,18,18,21
AZ-2012-808163,245,71,2,Technology,Machines,174,174,142
AZ-2012-8111484,56,2,2,Office Supplies,Storage,54,54,4
AZ-2012-8140932,274,103,2,Furniture,Bookcases,171,171,206
AZ-2012-8140932,99,24,2,Office Supplies,Art,75,75,48
AZ-2012-8140932,55,21,5,Office Supplies,Fasteners,34,34,105
AZ-2012-8140932,210,-22,2,Technology,Phones,232,232,-44
AZ-2012-8144166,119,-10,2,Furniture,Chairs,129,129,-20
AZ-2012-8144166,1239,0,4,Office Supplies,Appliances,1239,1239,0
AZ-2012-8144166,97,17,7,Office Supplies,Art,59,80,119
AZ-2012-8144166,65,11,4,Office Supplies,Fasteners,54,54,44
AZ-2012-8169593,750,92,5,Furniture,Bookcases,658,658,460
AZ-2012-8169593,80,8,4,Office Supplies,Art,15,72,32
AZ-2012-8186221,26,8,2,Office Supplies,Art,18,18,16
AZ-2012-8186221,15,3,1,Office Supplies,Fasteners,12,12,3
AZ-2012-8186221,349,105,3,Technology,Accessories,244,244,315
AZ-2012-8186221,636,146,2,Technology,Copiers,490,490,292
AZ-2012-8203288,147,31,5,Office Supplies,Binders,116,116,155
AZ-2012-8255780,88,34,2,Office Supplies,Storage,54,54,68
AZ-2012-8255780,142,45,2,Technology,Machines,97,97,90
AZ-2012-8266486,142,14,3,Office Supplies,Art,128,128,42
AZ-2012-8266486,69,27,6,Office Supplies,Binders,42,42,162
AZ-2012-8267693,2571,857,6,Furniture,Chairs,1714,1714,5142
AZ-2012-8270479,492,44,7,Technology,Accessories,448,448,308
AZ-2012-8270479,373,74,6,Technology,Phones,299,299,444
AZ-2012-827677,12,1,3,Office Supplies,Binders,11,11,3
AZ-2012-8282656,23,0,2,Office Supplies,Fasteners,23,23,0
AZ-2012-8282656,1594,-225,7,Technology,Machines,1819,1819,-1575
AZ-2012-8319286,17,3,2,Office Supplies,Binders,14,14,6
AZ-2012-8319286,53,2,5,Office Supplies,Labels,51,51,10
AZ-2012-8319286,63,31,3,Office Supplies,Paper,32,32,93
AZ-2012-8319286,79,5,4,Office Supplies,Storage,74,74,20
AZ-2012-8319286,1195,155,5,Technology,Copiers,1040,1040,775
AZ-2012-8319286,558,139,4,Technology,Phones,419,419,556
AZ-2012-8352768,1779,711,7,Technology,Accessories,1068,1068,4977
AZ-2012-8353362,212,-265,3,Furniture,Chairs,477,477,-795
AZ-2012-8353362,155,26,3,Office Supplies,Art,129,129,78
AZ-2012-8353362,18,4,2,Office Supplies,Binders,14,14,8
AZ-2012-8353362,357,118,1,Technology,Copiers,239,239,118
AZ-2012-8367812,38,8,2,Office Supplies,Art,30,30,16
AZ-2012-8367812,245,88,5,Office Supplies,Binders,157,157,440
AZ-2012-8367812,136,56,4,Office Supplies,Paper,80,80,224
AZ-2012-8368364,99,12,4,Office Supplies,Supplies,87,87,48
AZ-2012-8369487,140,60,3,Technology,Accessories,80,80,180
AZ-2012-8403206,251,120,2,Furniture,Bookcases,131,131,240
AZ-2012-8403206,40,10,2,Office Supplies,Envelopes,30,30,20
AZ-2012-8403206,79,10,1,Technology,Accessories,69,69,10
AZ-2012-8434539,254,20,6,Furniture,Chairs,234,234,120
AZ-2012-8439638,40,17,2,Office Supplies,Art,23,23,34
AZ-2012-8456579,265,82,5,Furniture,Chairs,183,183,410
AZ-2012-8456579,31,1,2,Office Supplies,Paper,30,30,2
AZ-2012-8459851,28,11,2,Office Supplies,Storage,17,17,22
AZ-2012-8459851,76,20,3,Office Supplies,Supplies,56,56,60
AZ-2012-8459851,1048,-49,4,Technology,Machines,1097,1097,-196
AZ-2012-8465046,7,-1,1,Office Supplies,Binders,8,8,-1
AZ-2012-8512121,100,19,2,Furniture,Furnishings,81,81,38
AZ-2012-8516035,184,33,1,Office Supplies,Storage,151,151,33
AZ-2012-8524723,326,128,9,Office Supplies,Art,167,198,1152
AZ-2012-8524723,52,-2,1,Office Supplies,Storage,54,54,-2
AZ-2012-8524723,245,20,3,Technology,Accessories,225,225,60
AZ-2012-8524723,644,-61,4,Technology,Copiers,705,705,-244
AZ-2012-852937,1285,450,4,Technology,Copiers,835,835,1800
AZ-2012-855132,818,214,8,Office Supplies,Storage,461,604,1712
AZ-2012-8553942,50,13,1,Furniture,Furnishings,37,37,13
AZ-2012-8556389,51,2,8,Office Supplies,Binders,49,49,16
AZ-2012-8565263,1245,162,4,Technology,Machines,1083,1083,648
AZ-2012-8583605,55,12,5,Office Supplies,Labels,43,43,60
AZ-2012-8583605,47,1,3,Office Supplies,Paper,46,46,3
AZ-2012-8583605,205,92,7,Technology,Accessories,113,113,644
AZ-2012-8589004,24,10,5,Office Supplies,Binders,14,14,50
AZ-2012-8594420,322,0,6,Office Supplies,Art,322,322,0
AZ-2012-8617894,207,77,4,Office Supplies,Art,130,130,308
AZ-2012-8617894,110,16,3,Office Supplies,Supplies,94,94,48
AZ-2012-8629398,72,7,7,Office Supplies,Labels,65,65,49
AZ-2012-8629398,384,69,3,Office Supplies,Storage,315,315,207
AZ-2012-8652338,224,72,5,Office Supplies,Paper,152,152,360
AZ-2012-8667424,160,-197,3,Furniture,Chairs,357,357,-591
AZ-2012-8667424,31,-23,2,Office Supplies,Paper,54,54,-46
AZ-2012-869574,135,45,3,Furniture,Chairs,90,90,135
AZ-2012-869574,298,71,6,Office Supplies,Art,227,227,426
AZ-2012-869574,80,8,5,Office Supplies,Storage,72,72,40
AZ-2012-869574,136,68,2,Technology,Phones,68,68,136
AZ-2012-87081,192,47,5,Office Supplies,Binders,79,145,235
AZ-2012-8708707,151,-48,3,Furniture,Chairs,199,199,-144
AZ-2012-8723152,151,36,4,Office Supplies,Storage,115,115,144
AZ-2012-8726889,55,22,7,Office Supplies,Binders,33,33,154
AZ-2012-8726889,260,46,5,Office Supplies,Storage,214,214,230
AZ-2012-8733795,84,22,9,Office Supplies,Binders,62,62,198
AZ-2012-8733795,16,4,1,Office Supplies,Storage,12,12,4
AZ-2012-8733795,133,28,3,Technology,Machines,105,105,84
AZ-2012-873456,170,-4,5,Furniture,Furnishings,174,174,-20
AZ-2012-874954,78,5,7,Office Supplies,Fasteners,73,73,35
AZ-2012-8819621,246,66,2,Technology,Phones,180,180,132
AZ-2012-8875162,440,128,3,Furniture,Bookcases,312,312,384
AZ-2012-8881381,57,23,3,Office Supplies,Art,34,34,69
AZ-2012-8884167,55,17,4,Office Supplies,Fasteners,38,38,68
AZ-2012-8884308,108,43,4,Office Supplies,Envelopes,65,65,172
AZ-2012-8884633,98,42,2,Office Supplies,Binders,56,56,84
AZ-2012-8885396,1058,74,5,Office Supplies,Storage,984,984,370
AZ-2012-8903845,82,7,1,Technology,Accessories,75,75,7
AZ-2012-8910034,275,4,9,Furniture,Furnishings,271,271,36
AZ-2012-8926364,144,65,5,Office Supplies,Binders,79,79,325
AZ-2012-8926364,99,10,2,Office Supplies,Envelopes,89,89,20
AZ-2012-8935419,24,3,3,Office Supplies,Labels,21,21,9
AZ-2012-8935419,248,79,3,Technology,Phones,169,169,237
AZ-2012-8938202,508,208,3,Furniture,Bookcases,300,300,624
AZ-2012-8938202,87,25,3,Office Supplies,Binders,62,62,75
AZ-2012-8938202,41,19,2,Office Supplies,Paper,22,22,38
AZ-2012-8939164,43,15,6,Office Supplies,Binders,28,28,90
AZ-2012-8939164,736,-17,11,Office Supplies,Storage,101,753,-187
AZ-2012-8940474,293,47,5,Furniture,Chairs,246,246,235
AZ-2012-8940474,99,24,2,Office Supplies,Art,75,75,48
AZ-2012-8940474,216,95,3,Technology,Phones,121,121,285
AZ-2012-8977452,151,13,2,Furniture,Chairs,138,138,26
AZ-2012-9018898,80,9,5,Furniture,Furnishings,71,71,45
AZ-2012-9020905,101,38,2,Furniture,Furnishings,63,63,76
AZ-2012-9020905,52,18,2,Office Supplies,Art,34,34,36
AZ-2012-9020905,104,2,5,Office Supplies,Storage,102,102,10
AZ-2012-9024029,27,1,1,Office Supplies,Art,26,26,1
AZ-2012-9037690,87,-35,5,Furniture,Chairs,122,122,-175
AZ-2012-9037690,175,11,7,Office Supplies,Art,164,164,77
AZ-2012-9037690,30,14,1,Office Supplies,Binders,16,16,14
AZ-2012-9049476,34,3,3,Office Supplies,Art,31,31,9
AZ-2012-9049476,12,0,2,Office Supplies,Binders,12,12,0
AZ-2012-9049476,804,-496,5,Technology,Machines,1300,1300,-2480
AZ-2012-9056595,95,33,2,Furniture,Chairs,62,62,66
AZ-2012-9056595,115,25,6,Office Supplies,Fasteners,90,90,150
AZ-2012-9056595,240,21,2,Office Supplies,Storage,219,219,42
AZ-2012-9056595,157,11,3,Technology,Machines,146,146,33
AZ-2012-9062597,345,31,3,Office Supplies,Storage,314,314,93
AZ-2012-9071666,152,76,5,Office Supplies,Binders,76,76,380
AZ-2012-907711,352,-49,8,Furniture,Chairs,401,401,-392
AZ-2012-909274,2944,1112,5,Technology,Phones,1832,1832,5560
AZ-2012-9094578,583,-490,3,Furniture,Bookcases,1073,1073,-1470
AZ-2012-9094578,98,-27,4,Office Supplies,Binders,125,125,-108
AZ-2012-9094578,459,-290,9,Office Supplies,Storage,14,749,-2610
AZ-2012-9094578,126,-41,6,Office Supplies,Supplies,167,167,-246
AZ-2012-910518,34,9,3,Office Supplies,Binders,25,25,27
AZ-2012-910518,1081,356,2,Technology,Phones,725,725,712
AZ-2012-9114156,439,66,3,Furniture,Bookcases,373,373,198
AZ-2012-9114156,25,7,1,Office Supplies,Supplies,18,18,7
AZ-2012-9160965,126,42,3,Technology,Accessories,84,84,126
AZ-2012-9180842,94,27,2,Office Supplies,Supplies,67,67,54
AZ-2012-9208057,1488,372,3,Office Supplies,Appliances,1116,1116,1116
AZ-2012-9208057,24,6,2,Office Supplies,Envelopes,18,18,12
AZ-2012-9208057,99,25,6,Office Supplies,Storage,74,74,150
AZ-2012-9211043,25,11,1,Office Supplies,Paper,14,14,11
AZ-2012-9211043,137,46,1,Technology,Phones,91,91,46
AZ-2012-9215756,372,179,3,Technology,Copiers,193,193,537
AZ-2012-9218935,22,6,2,Furniture,Furnishings,16,16,12
AZ-2012-9218935,1241,87,4,Office Supplies,Appliances,1154,1154,348
AZ-2012-9218935,5785,405,9,Technology,Phones,5380,5380,3645
AZ-2012-9222896,201,98,4,Furniture,Furnishings,103,103,392
AZ-2012-9231454,49,5,1,Office Supplies,Binders,44,44,5
AZ-2012-9237127,146,63,3,Office Supplies,Art,83,83,189
AZ-2012-9241286,340,30,5,Technology,Phones,310,310,150
AZ-2012-925819,43,-1,3,Office Supplies,Binders,44,44,-3
AZ-2012-925819,43,11,3,Office Supplies,Fasteners,32,32,33
AZ-2012-925819,1677,522,6,Technology,Machines,1155,1155,3132
AZ-2012-925819,3442,38,6,Technology,Phones,3404,3404,228
AZ-2012-9266108,61,21,2,Office Supplies,Art,40,40,42
AZ-2012-9269920,293,92,6,Furniture,Furnishings,97,201,552
AZ-2012-9269920,13,5,2,Office Supplies,Binders,8,8,10
AZ-2012-9269920,49,8,1,Office Supplies,Storage,41,41,8
AZ-2012-9269920,43,3,2,Office Supplies,Supplies,40,40,6
AZ-2012-9291301,45,16,3,Office Supplies,Art,29,29,48
AZ-2012-9295804,350,105,2,Furniture,Bookcases,245,245,210
AZ-2012-9295804,54,12,6,Office Supplies,Binders,42,42,72
AZ-2012-9295804,57,27,2,Office Supplies,Paper,30,30,54
AZ-2012-9304844,146,67,11,Office Supplies,Binders,79,79,737
AZ-2012-9304844,130,34,4,Office Supplies,Paper,96,96,136
AZ-2012-9314178,15,7,2,Office Supplies,Binders,8,8,14
AZ-2012-9340970,152,17,3,Office Supplies,Binders,135,135,51
AZ-2012-9364026,62,11,7,Office Supplies,Binders,51,51,77
AZ-2012-9364026,50,2,3,Office Supplies,Supplies,48,48,6
AZ-2012-9382192,142,-46,5,Furniture,Furnishings,188,188,-230
AZ-2012-9385706,44,18,1,Technology,Accessories,26,26,18
AZ-2012-9385706,1909,57,3,Technology,Phones,1852,1852,171
AZ-2012-9394311,408,169,6,Office Supplies,Appliances,102,239,1014
AZ-2012-9396037,13,5,1,Office Supplies,Labels,8,8,5
AZ-2012-9411069,57,1,4,Office Supplies,Art,56,56,4
AZ-2012-9411069,102,30,2,Office Supplies,Binders,72,72,60
AZ-2012-9411069,25,10,3,Office Supplies,Labels,15,15,30
AZ-2012-9411069,916,147,6,Office Supplies,Storage,374,769,882
AZ-2012-9427035,198,99,10,Office Supplies,Fasteners,99,99,990
AZ-2012-943322,74,29,3,Office Supplies,Art,45,45,87
AZ-2012-9453588,22,9,3,Office Supplies,Binders,5,13,27
AZ-2012-9453588,842,11,11,Office Supplies,Storage,63,831,121
AZ-2012-9482146,384,-43,6,Office Supplies,Appliances,427,427,-258
AZ-2012-9482146,287,112,7,Office Supplies,Envelopes,175,175,784
AZ-2012-9482146,1014,125,8,Technology,Phones,464,889,1000
AZ-2012-9487652,1163,12,3,Furniture,Bookcases,1151,1151,36
AZ-2012-9487652,2080,562,4,Office Supplies,Appliances,1518,1518,2248
AZ-2012-9487652,85,0,3,Office Supplies,Binders,85,85,0
AZ-2012-9487652,571,-19,3,Office Supplies,Storage,590,590,-57
AZ-2012-9487652,670,90,5,Technology,Phones,124,580,450
